Season,DayNum,WinnerTeamID,WinnerScore,LoserTeamID,LoserScore,WinnerLocation,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,EstimatedPossessions,GameDateLabel
2026,3,1452,73,1144,65,H,0,23,57,7,20,20,27,11,23,12,10,2,5,20,19,54,2,14,25,32,12,24,5,11,5,1,23,68.5125,2026-Day003
2026,3,1462,74,1478,69,H,0,25,59,13,25,11,16,8,21,20,11,8,4,17,27,51,8,21,7,12,4,24,22,16,6,3,17,69.15,2026-Day003
2026,3,1479,73,1260,65,A,0,25,54,7,18,16,21,8,23,15,10,8,5,20,20,53,8,26,17,23,6,19,14,13,4,8,18,68.44999999999999,2026-Day003
2026,4,1112,93,1469,67,H,0,36,63,7,15,14,20,13,24,24,12,10,2,22,21,55,6,22,19,27,11,17,5,14,7,4,16,71.1625,2026-Day004
2026,4,1137,73,1291,62,A,0,25,58,8,22,15,23,7,22,7,4,5,2,18,20,51,4,25,18,25,10,26,12,14,0,2,23,66.4,2026-Day004
2026,4,1138,83,1453,76,H,0,25,47,6,16,27,41,8,20,10,6,6,1,21,24,47,11,27,17,21,2,20,16,11,3,2,25,65.225,2026-Day004
2026,4,1150,70,1399,65,H,0,23,47,10,21,14,20,7,21,16,18,7,5,20,24,47,5,12,12,25,8,16,8,16,8,2,21,67.1875,2026-Day004
2026,4,1153,74,1209,64,H,0,25,62,7,31,17,26,12,26,15,15,8,3,19,21,57,6,20,16,18,7,24,13,15,8,3,22,75.44999999999999,2026-Day004
2026,4,1155,97,1205,59,H,0,37,77,10,36,13,20,18,27,25,3,9,3,16,18,47,6,20,17,26,5,22,8,15,2,1,18,70.425,2026-Day004
2026,4,1162,71,1481,53,A,0,27,49,8,16,9,14,8,31,11,14,6,6,18,18,57,4,19,13,16,8,17,8,12,8,2,14,65.125,2026-Day004
2026,4,1163,110,1262,47,H,0,42,69,9,23,17,22,14,30,27,10,13,8,22,10,47,4,14,23,32,5,13,4,20,4,1,18,76.325,2026-Day004
2026,4,1172,85,1450,69,H,0,28,49,12,24,17,21,4,21,18,13,7,5,18,22,55,6,21,19,23,9,17,7,15,8,2,18,69.94999999999999,2026-Day004
2026,4,1177,72,1476,64,H,0,23,62,5,24,21,35,6,31,14,7,10,7,15,23,57,9,23,9,15,3,30,16,16,4,5,26,78.375,2026-Day004
2026,4,1182,92,1357,80,H,0,29,66,8,35,26,39,12,27,19,7,6,1,31,21,56,7,30,31,46,13,23,9,11,5,3,23,77.6875,2026-Day004
2026,4,1183,65,1311,57,H,0,19,52,5,18,22,29,10,28,16,14,6,4,19,18,61,4,26,17,27,10,23,7,11,8,5,24,72.30000000000001,2026-Day004
2026,4,1188,77,1427,60,A,0,28,58,6,14,15,26,10,37,8,14,6,3,17,20,71,7,29,13,21,14,24,9,8,11,4,20,74.6625,2026-Day004
2026,4,1199,101,1106,64,H,0,35,74,18,47,13,14,16,30,22,15,10,3,17,23,65,7,23,11,19,11,19,11,17,8,1,15,79.8375,2026-Day004
2026,4,1206,96,1457,90,H,0,27,59,11,28,31,43,14,30,11,13,1,3,22,26,67,13,39,25,29,8,20,12,6,8,2,30,78.6,2026-Day004
2026,4,1207,70,1268,60,A,0,21,53,5,20,23,31,10,27,11,9,6,11,25,13,52,4,21,30,37,10,27,4,11,2,3,24,68.65,2026-Day004
2026,4,1210,74,1136,45,H,0,29,63,10,23,6,10,6,31,19,12,13,4,17,15,60,4,38,11,16,8,26,11,16,6,5,17,74.675,2026-Day004
2026,4,1226,71,1360,68,A,0,25,57,9,24,12,19,9,23,10,9,5,6,14,25,59,8,19,10,14,7,16,14,9,6,4,17,66.8375,2026-Day004
2026,4,1228,113,1195,70,H,0,36,65,11,31,30,34,11,40,15,6,0,9,15,26,79,7,27,11,12,13,13,13,1,4,2,25,74.42500000000001,2026-Day004
2026,4,1233,81,1220,73,H,0,27,60,9,26,18,27,10,24,16,13,8,0,17,28,63,7,25,10,18,13,24,12,15,7,4,24,74.6875,2026-Day004
2026,4,1234,77,1442,58,H,0,26,50,10,25,15,20,4,21,21,6,8,2,13,19,47,5,15,15,18,5,22,4,12,1,2,16,62.025,2026-Day004
2026,4,1245,110,1165,102,H,0,35,65,18,38,22,33,9,18,20,11,11,3,22,33,63,19,40,17,22,9,16,20,17,2,2,27,82.0625,2026-Day004
2026,4,1246,107,1434,59,H,0,37,68,11,28,22,26,10,35,27,6,3,5,16,19,67,8,34,13,20,12,21,11,9,4,4,16,74.925,2026-Day004
2026,4,1251,90,1158,75,H,0,32,59,14,29,12,17,8,18,17,5,5,2,16,27,55,10,22,11,17,12,21,15,12,1,3,17,63.575,2026-Day004
2026,4,1279,86,1419,65,H,0,31,66,15,33,9,13,8,29,19,13,9,6,20,22,59,11,31,10,17,3,25,12,14,8,1,13,77.625,2026-Day004
2026,4,1281,89,1369,84,H,0,32,54,6,15,19,31,8,19,13,19,10,6,17,29,63,9,30,17,21,8,20,14,16,11,1,25,80.35,2026-Day004
2026,4,1293,108,1290,60,H,0,38,79,15,43,17,25,14,26,27,5,11,3,17,19,60,4,15,18,21,12,23,7,22,4,5,23,80.925,2026-Day004
2026,4,1301,94,1412,70,H,0,33,61,10,30,18,22,10,25,19,14,7,3,13,29,71,4,25,8,14,15,16,14,13,11,2,17,75.55000000000001,2026-Day004
2026,4,1314,87,1242,74,H,0,34,66,8,27,11,17,10,23,16,11,9,2,15,26,58,12,25,10,15,6,17,14,12,6,3,18,73.1,2026-Day004
2026,4,1318,68,1159,65,A,0,23,59,4,23,18,25,9,22,16,7,7,1,15,24,59,4,19,13,16,10,26,13,10,5,2,20,67.7375,2026-Day004
2026,4,1321,76,1131,52,H,0,31,60,7,19,7,13,6,22,20,4,7,5,10,19,58,9,23,5,7,11,22,14,12,0,1,17,63.25,2026-Day004
2026,4,1323,102,1178,70,H,0,36,69,14,32,16,22,10,33,19,6,8,2,15,28,67,9,30,5,10,7,24,15,12,5,3,21,76.1,2026-Day004
2026,4,1326,94,1236,68,H,0,34,51,16,28,10,13,3,29,22,19,5,0,17,26,59,5,21,11,17,7,10,9,13,11,3,16,73.125,2026-Day004
2026,4,1332,67,1349,63,H,0,17,52,7,28,26,38,13,23,12,11,8,9,14,22,62,11,27,8,11,11,22,11,13,7,2,29,68.63749999999999,2026-Day004
2026,4,1333,76,1227,73,H,0,24,51,8,27,20,25,13,23,16,19,9,1,17,23,55,9,31,18,21,10,13,10,14,13,3,21,68.925,2026-Day004
2026,4,1338,78,1255,60,H,0,21,50,12,30,24,35,9,33,16,14,2,6,17,22,69,4,20,12,14,9,21,10,7,10,1,28,72.6375,2026-Day004
2026,4,1345,87,1324,77,H,0,32,68,13,35,10,15,9,24,22,5,4,7,12,30,68,8,26,9,12,10,26,14,8,4,2,14,71.4125,2026-Day004
2026,4,1356,101,1282,78,H,0,40,61,5,13,16,26,9,27,18,12,8,3,24,28,69,8,21,14,23,13,15,9,12,6,0,23,77.63749999999999,2026-Day004
2026,4,1359,82,1354,72,H,0,24,53,10,25,24,37,9,23,17,10,6,4,20,25,57,7,21,15,18,3,20,11,12,7,3,28,73.0625,2026-Day004
2026,4,1365,79,1270,67,H,0,26,66,12,31,15,25,22,21,18,14,5,4,18,23,51,4,16,17,23,9,17,10,13,11,5,21,67.9,2026-Day004
2026,4,1371,68,1447,61,H,0,25,61,6,20,12,24,17,20,11,9,9,8,14,22,49,12,22,5,12,8,17,15,18,6,3,23,64.55000000000001,2026-Day004
2026,4,1372,90,1117,65,H,0,34,70,12,33,10,19,16,24,14,14,5,8,25,17,54,5,27,26,33,7,15,10,13,12,0,19,76.35,2026-Day004
2026,4,1373,62,1135,46,A,0,23,57,1,14,15,22,13,28,11,13,9,2,10,17,58,4,24,8,10,9,21,10,15,8,5,17,68.1,2026-Day004
2026,4,1388,87,1151,66,H,0,26,45,8,16,27,29,6,23,21,12,5,4,16,22,52,7,21,15,19,2,13,15,11,6,1,22,67.4,2026-Day004
2026,4,1403,98,1358,77,H,0,29,58,12,28,28,43,17,21,16,11,9,2,19,28,65,7,20,14,20,14,17,11,13,5,3,29,72.9625,2026-Day004
2026,4,1407,64,1202,61,A,0,23,56,9,30,9,13,7,24,10,13,13,5,12,22,56,9,24,8,12,9,24,13,17,7,2,15,68.9375,2026-Day004
2026,4,1409,82,1348,65,N,0,28,54,11,22,15,24,9,17,18,14,9,1,19,22,48,6,18,15,19,8,16,13,16,8,3,21,67.7125,2026-Day004
2026,4,1417,74,1337,63,H,0,25,52,5,21,19,26,11,21,11,10,7,5,15,21,61,8,29,13,13,13,19,11,10,6,3,21,63.7625,2026-Day004
2026,4,1418,58,1368,52,H,0,23,44,5,14,7,12,3,26,8,10,6,4,24,15,45,4,19,18,31,8,21,7,11,5,1,16,59.712500000000006,2026-Day004
2026,4,1429,80,1433,77,N,0,28,58,6,13,18,26,9,21,18,18,14,5,23,25,60,11,30,16,28,12,21,14,18,9,8,19,79.32499999999999,2026-Day004
2026,4,1438,81,1300,62,H,0,28,61,14,36,11,19,17,27,22,11,4,11,19,19,60,6,14,18,22,13,17,13,9,8,1,19,65.23750000000001,2026-Day004
2026,4,1440,78,1475,74,A,0,27,71,9,32,15,22,9,31,15,9,8,4,16,27,74,7,32,13,17,13,32,14,11,5,7,17,80.7625,2026-Day004
2026,4,1448,81,1287,65,H,0,28,70,7,24,18,30,19,30,15,18,11,6,14,22,63,7,31,14,17,10,22,9,19,13,6,25,81.6625,2026-Day004
2026,4,1458,97,1296,72,H,0,30,61,9,31,28,37,15,21,14,8,7,4,23,22,47,7,21,21,31,2,21,10,14,3,0,29,72.65,2026-Day004
2026,4,1463,97,1298,68,A,0,33,66,12,26,19,23,10,23,22,10,11,5,22,22,50,3,14,21,28,6,22,12,19,7,5,20,76.6125,2026-Day004
2026,4,1464,90,1213,81,A,0,27,56,12,27,24,30,8,20,18,9,5,4,22,32,66,2,13,15,22,16,23,13,13,1,1,21,72.35,2026-Day004
2026,4,1465,69,1414,61,A,0,26,66,7,20,10,15,17,34,16,14,7,3,22,21,62,6,18,13,23,10,19,11,10,6,10,17,71.525,2026-Day004
2026,5,1103,104,1343,69,H,0,36,71,15,37,17,21,9,33,23,7,11,3,17,23,65,10,32,13,20,9,23,12,15,2,4,16,79.7375,2026-Day005
2026,5,1104,103,1385,96,A,0,39,81,11,35,14,22,13,27,13,7,9,5,27,31,63,6,17,28,40,7,31,18,12,4,4,17,86.225,2026-Day005
2026,5,1122,74,1102,54,A,0,25,52,7,23,17,29,7,22,15,17,13,2,25,19,52,8,26,8,24,12,25,11,18,10,2,23,72.5875,2026-Day005
2026,5,1125,87,1398,79,H,0,30,57,5,20,22,33,7,30,18,17,6,6,15,27,77,8,27,17,20,14,24,9,13,12,3,28,84.0875,2026-Day005
2026,5,1129,101,1430,77,H,0,32,59,10,22,27,34,8,18,17,9,9,3,18,27,55,4,19,19,24,5,16,11,14,5,4,28,75.775,2026-Day005
2026,5,1133,85,1141,54,H,0,29,56,10,26,17,25,8,25,16,10,10,6,16,20,55,2,13,12,15,8,21,7,15,5,5,19,69.5,2026-Day005
2026,5,1139,112,1237,80,H,0,39,76,5,24,29,43,20,35,17,17,13,11,15,32,80,5,23,11,15,11,18,15,17,15,5,31,93.275,2026-Day005
2026,5,1140,98,1221,53,H,0,39,63,7,25,13,16,3,30,20,6,12,3,10,21,60,3,22,8,11,8,20,9,15,3,0,15,72.9125,2026-Day005
2026,5,1142,73,1370,71,A,0,23,58,11,33,16,22,8,23,9,21,7,3,18,29,63,8,29,5,14,10,20,14,17,9,7,25,79.05000000000001,2026-Day005
2026,5,1160,102,1186,97,H,1,32,63,11,23,27,39,9,21,16,9,8,2,20,37,62,9,16,14,19,5,22,11,11,6,3,23,79.275,2026-Day005
2026,5,1173,77,1420,71,H,0,26,51,6,19,19,24,5,21,15,9,10,4,11,26,58,11,26,8,10,9,18,13,14,5,3,17,67.075,2026-Day005
2026,5,1181,95,1441,54,H,0,30,64,10,32,25,33,13,37,21,10,7,4,16,22,72,4,26,6,11,13,27,9,13,8,1,23,76.94999999999999,2026-Day005
2026,5,1189,92,1422,90,A,1,30,75,11,34,21,30,17,25,17,4,8,5,21,30,63,14,31,16,27,9,22,16,10,2,3,21,76.5375,2026-Day005
2026,5,1193,74,1312,53,A,0,25,66,8,23,16,24,16,32,11,16,10,4,15,19,60,7,30,8,12,6,27,7,15,9,5,22,76.05000000000001,2026-Day005
2026,5,1194,94,1158,77,N,0,33,68,11,30,17,22,13,22,19,7,4,3,23,24,60,8,21,21,24,9,20,10,8,4,4,20,71.42500000000001,2026-Day005
2026,5,1201,82,1253,62,H,0,26,52,9,23,21,28,10,26,14,16,9,3,19,20,53,4,21,18,23,6,17,7,16,4,1,24,72.6125,2026-Day005
2026,5,1203,99,1378,95,N,0,30,55,9,24,30,41,9,27,16,21,5,3,25,31,72,6,33,27,37,15,21,11,12,13,5,27,86.525,2026-Day005
2026,5,1204,93,1421,90,H,0,29,65,7,22,28,39,11,18,10,9,10,1,20,33,60,4,13,20,24,7,29,10,18,6,3,24,81.9625,2026-Day005
2026,5,1211,83,1328,68,H,0,36,79,6,22,5,11,17,26,22,7,8,3,19,23,58,6,26,16,18,7,20,5,16,2,3,19,74.88749999999999,2026-Day005
2026,5,1222,65,1406,48,H,0,26,62,8,32,5,7,10,20,14,12,11,2,14,19,49,3,18,7,14,8,19,9,18,9,0,12,66.48750000000001,2026-Day005
2026,5,1243,98,1468,71,H,0,33,53,14,23,18,23,11,21,24,17,5,3,19,28,61,4,20,11,17,10,9,11,10,12,1,20,69.5,2026-Day005
2026,5,1244,92,1197,72,A,0,32,57,8,20,20,28,5,29,12,14,7,3,22,22,67,4,19,24,33,12,21,9,12,9,1,20,80.9875,2026-Day005
2026,5,1247,73,1284,60,H,0,23,62,6,18,21,28,14,22,17,12,9,0,15,22,52,5,21,11,17,9,21,13,16,6,11,22,70.1875,2026-Day005
2026,5,1258,94,1115,72,H,0,30,62,18,39,16,28,11,23,23,6,8,3,11,28,65,5,19,11,11,12,24,11,12,3,1,23,70.26249999999999,2026-Day005
2026,5,1267,85,1405,73,A,0,31,63,15,37,8,12,11,23,23,14,8,7,15,26,64,6,19,15,19,15,18,16,12,11,2,16,70.86250000000001,2026-Day005
2026,5,1269,83,1107,62,H,0,28,60,6,23,21,30,13,25,15,13,7,1,17,20,53,6,26,16,23,6,16,12,17,11,3,22,74.5875,2026-Day005
2026,5,1272,76,1362,70,H,0,26,66,10,27,14,26,12,24,17,14,15,3,22,22,55,10,30,16,25,7,24,12,15,9,5,23,77.6125,2026-Day005
2026,5,1277,69,1116,66,H,0,25,61,1,14,18,26,16,23,18,14,7,4,15,22,56,7,28,15,23,11,20,16,14,11,6,21,70.63749999999999,2026-Day005
2026,5,1278,95,1108,50,H,0,29,60,5,16,32,37,18,30,20,11,10,4,14,19,56,3,8,9,15,8,13,10,16,5,9,23,70.85,2026-Day005
2026,5,1304,96,1198,66,H,0,37,67,17,34,5,8,9,26,29,15,11,4,10,28,71,6,23,4,6,15,22,13,19,9,5,13,77.32499999999999,2026-Day005
2026,5,1305,78,1334,77,H,0,25,58,4,15,24,39,17,26,10,9,7,8,18,26,59,15,33,10,15,6,24,17,8,3,3,31,68.325,2026-Day005
2026,5,1307,74,1426,56,H,0,23,57,6,26,22,27,7,19,15,12,14,4,24,18,51,3,25,17,24,12,24,7,23,4,4,23,74.11250000000001,2026-Day005
2026,5,1310,67,1127,59,A,0,24,59,7,22,12,17,8,26,7,6,7,5,14,21,56,3,12,14,20,9,26,9,9,3,7,16,65.2875,2026-Day005
2026,5,1336,87,1481,43,A,0,32,61,11,25,12,16,9,23,17,6,7,0,12,17,45,4,19,5,8,6,15,9,14,2,2,13,61.199999999999996,2026-Day005
2026,5,1342,68,1190,64,H,0,21,48,7,17,19,26,10,20,13,15,5,4,17,21,55,6,26,16,21,10,15,8,11,8,2,20,65.6625,2026-Day005
2026,5,1350,87,1187,72,H,0,26,50,6,22,29,36,4,26,16,10,7,1,24,23,54,4,20,22,31,7,20,8,13,5,2,25,73.9125,2026-Day005
2026,5,1364,85,1363,74,H,0,30,52,11,22,14,19,7,14,19,11,6,1,20,26,50,5,17,17,21,10,14,6,14,6,1,19,64.5,2026-Day005
2026,5,1382,89,1145,70,H,0,33,68,9,26,14,18,19,22,18,8,7,5,16,25,51,8,19,12,17,5,14,11,10,1,3,18,64.8125,2026-Day005
2026,5,1386,76,1180,65,H,0,22,58,6,18,26,30,7,26,7,9,6,5,14,24,69,8,25,9,14,15,25,10,11,8,3,21,72.95,2026-Day005
2026,5,1389,93,1192,83,H,0,31,62,10,26,21,27,9,19,19,10,12,5,19,29,57,14,31,11,20,10,22,17,17,4,1,22,74.6625,2026-Day005
2026,5,1390,91,1285,68,H,0,36,79,10,29,9,15,15,19,13,4,14,6,14,23,51,6,20,16,17,5,28,10,20,2,2,12,74.6,2026-Day005
2026,5,1392,71,1263,60,H,0,26,62,4,20,15,23,8,29,14,7,3,4,21,21,51,3,15,15,25,4,27,5,11,2,3,20,70.9,2026-Day005
2026,5,1393,83,1175,43,H,0,32,55,8,21,11,21,7,32,19,14,10,12,15,14,65,1,14,14,17,15,21,7,14,7,0,15,72.025,2026-Day005
2026,5,1397,95,1297,56,H,0,34,65,12,29,15,19,16,31,24,12,10,2,13,21,58,9,30,5,13,9,12,11,15,9,1,18,70.1,2026-Day005
2026,5,1400,97,1248,60,H,0,33,63,9,23,22,29,14,27,21,9,10,5,15,22,55,5,20,11,17,6,14,11,15,3,2,20,71.92500000000001,2026-Day005
2026,5,1408,79,1402,71,H,0,20,47,9,20,30,30,3,20,16,11,7,9,14,26,60,8,16,11,13,10,21,16,10,7,5,24,67.7125,2026-Day005
2026,5,1410,95,1381,72,A,0,38,76,16,28,3,5,14,31,20,12,5,4,17,26,65,8,26,12,19,9,21,14,11,3,10,9,76.2,2026-Day005
2026,5,1424,101,1151,69,H,0,33,59,8,22,27,37,12,24,23,8,7,3,18,24,53,9,27,12,15,5,15,16,12,4,1,29,69.85,2026-Day005
2026,5,1428,92,1451,89,H,1,31,77,9,32,21,32,15,28,12,13,3,6,21,33,73,6,20,17,28,15,33,12,15,7,3,26,88.25,2026-Day005
2026,5,1435,105,1416,93,A,0,38,68,14,36,15,17,8,20,18,6,7,3,25,31,58,9,16,22,28,5,20,16,12,0,1,19,76.1875,2026-Day005
2026,5,1437,94,1474,74,H,0,36,71,4,19,18,25,17,17,17,5,10,0,17,27,47,8,17,12,16,3,15,16,16,1,2,22,69.2375,2026-Day005
2026,5,1439,107,1344,101,N,1,40,79,12,28,15,22,10,29,16,11,10,7,22,34,76,11,33,22,25,7,29,10,13,8,6,19,92.1625,2026-Day005
2026,5,1455,105,1341,62,H,0,32,61,10,23,31,41,11,29,15,9,6,4,20,19,59,2,16,22,28,9,20,5,16,4,2,26,78.88749999999999,2026-Day005
2026,5,1456,81,1313,78,A,0,24,53,9,27,24,34,8,28,17,17,9,3,25,25,58,11,27,17,31,13,21,16,18,8,4,29,77.9375,2026-Day005
2026,5,1459,86,1454,76,H,0,28,63,5,20,25,30,11,30,15,10,5,6,13,27,63,7,18,15,19,6,20,10,7,8,2,21,74.6375,2026-Day005
2026,5,1461,92,1168,82,H,0,29,65,12,31,22,37,9,30,19,11,9,1,32,24,55,3,16,31,43,7,28,7,15,7,3,27,84.0,2026-Day005
2026,5,1470,85,1394,77,H,0,24,47,8,15,29,37,8,25,11,13,5,6,25,25,58,9,21,18,29,11,14,15,12,5,2,27,71.17500000000001,2026-Day005
2026,5,1471,78,1223,60,H,0,29,58,10,26,10,13,5,28,18,11,9,1,12,24,55,7,22,5,14,7,22,11,15,8,5,13,69.9125,2026-Day005
2026,5,1472,83,1119,76,H,0,30,60,5,25,18,25,9,23,18,7,7,5,13,27,62,11,34,11,14,9,24,15,11,4,0,23,70.2625,2026-Day005
2026,6,1110,84,1335,78,H,0,30,63,9,30,15,23,9,27,12,13,9,2,25,22,52,9,21,25,32,8,26,9,17,6,3,22,77.0625,2026-Day006
2026,6,1111,76,1300,54,H,0,24,54,7,26,21,29,11,29,15,7,6,4,17,15,50,6,22,18,20,6,21,9,11,3,2,19,64.1375,2026-Day006
2026,6,1113,81,1469,66,H,0,30,66,9,24,12,16,9,29,19,7,7,0,17,22,55,9,30,13,22,10,25,13,16,4,3,14,71.525,2026-Day006
2026,6,1124,78,1449,69,H,0,26,56,6,21,20,29,6,25,12,9,7,3,16,28,68,3,20,10,15,15,23,7,12,6,4,22,72.45,2026-Day006
2026,6,1132,83,1478,60,H,0,29,66,9,23,16,17,9,18,15,6,14,3,14,21,52,7,25,11,12,8,26,7,21,1,4,17,70.8875,2026-Day006
2026,6,1144,91,1444,82,H,0,25,54,12,28,29,41,6,28,15,14,9,4,24,28,64,5,15,21,26,9,23,13,15,7,2,31,81.9125,2026-Day006
2026,6,1161,97,1303,74,H,0,29,53,11,29,28,33,11,28,17,11,3,1,16,25,59,13,36,11,15,7,11,14,7,8,1,24,67.4,2026-Day006
2026,6,1169,93,1315,85,A,0,33,60,8,18,19,31,11,27,21,16,4,1,20,31,65,8,29,15,23,8,16,15,8,11,3,24,77.82499999999999,2026-Day006
2026,6,1176,75,1286,73,A,0,32,55,5,10,6,10,8,22,9,13,3,1,13,30,61,8,28,5,7,8,14,10,8,11,1,13,64.5375,2026-Day006
2026,6,1208,120,1287,81,H,0,42,75,17,37,19,26,14,27,29,9,14,11,19,30,74,8,25,13,20,19,20,14,15,5,3,17,80.925,2026-Day006
2026,6,1212,73,1224,70,A,0,25,49,10,20,13,19,9,11,9,16,9,2,18,25,48,7,15,13,16,7,16,15,16,10,1,17,64.8125,2026-Day006
2026,6,1217,86,1306,75,H,0,31,56,9,18,15,18,2,24,15,9,9,3,10,28,58,10,23,9,10,5,21,12,13,7,1,20,71.15,2026-Day006
2026,6,1218,100,1477,74,H,0,28,51,7,16,37,54,10,25,16,14,6,3,25,22,53,8,21,22,32,6,16,13,13,9,1,34,77.92500000000001,2026-Day006
2026,6,1229,76,1165,65,H,0,26,55,7,19,17,33,10,31,12,14,6,3,19,21,60,6,31,17,24,5,26,11,10,7,3,26,75.5375,2026-Day006
2026,6,1231,100,1266,77,N,0,33,66,14,28,20,24,9,21,27,7,6,3,25,22,59,4,16,29,33,10,24,10,15,3,2,19,77.5375,2026-Day006
2026,6,1241,84,1164,70,H,0,27,59,14,35,16,20,8,22,21,12,6,6,25,18,47,8,15,26,36,10,23,10,18,7,0,21,72.3,2026-Day006
2026,6,1251,88,1194,68,H,0,32,58,13,28,11,13,2,22,17,8,8,3,18,22,55,3,15,21,24,11,20,7,12,5,2,17,68.7875,2026-Day006
2026,6,1265,75,1171,56,A,0,31,66,9,27,4,5,7,24,19,10,15,2,22,17,49,3,20,19,28,7,27,9,19,6,3,10,72.8375,2026-Day006
2026,6,1273,92,1252,77,H,0,37,65,9,20,9,13,10,24,21,8,9,5,8,30,67,11,32,6,7,11,18,23,10,6,3,16,69.25,2026-Day006
2026,6,1281,106,1440,68,H,0,37,65,7,21,25,35,17,32,20,11,13,2,19,19,57,15,42,15,20,7,15,10,16,8,1,24,75.5625,2026-Day006
2026,6,1317,64,1260,62,N,0,19,53,4,15,22,27,10,23,8,11,8,11,23,18,55,5,26,21,31,13,17,12,12,5,2,21,67.775,2026-Day006
2026,6,1320,65,1355,58,H,0,24,49,6,18,11,20,5,16,13,10,8,5,15,22,51,5,22,9,14,11,26,10,15,5,2,20,62.575,2026-Day006
2026,6,1329,87,1401,63,H,0,32,66,7,26,16,22,9,27,13,9,10,4,19,20,62,9,35,14,17,10,23,11,16,2,5,19,76.2625,2026-Day006
2026,6,1339,67,1413,63,H,0,22,54,7,22,16,22,10,21,13,16,6,2,20,22,61,7,33,12,16,14,24,15,16,5,2,21,70.525,2026-Day006
2026,6,1361,73,1226,57,H,0,29,49,6,17,9,12,4,16,17,12,11,5,19,20,45,7,21,10,14,5,15,12,17,6,1,15,63.175,2026-Day006
2026,6,1376,83,1379,79,H,1,25,64,16,43,17,21,10,25,18,15,5,2,20,29,67,5,22,16,21,11,27,10,9,8,3,21,76.975,2026-Day006
2026,6,1425,114,1264,83,H,0,41,81,8,21,24,32,23,29,24,12,6,7,27,24,61,6,22,29,36,10,20,11,12,9,2,22,82.65,2026-Day006
2026,6,1436,89,1135,84,A,2,30,72,10,32,19,22,10,35,12,8,5,1,19,30,67,11,28,13,24,9,30,22,13,4,4,20,81.42500000000001,2026-Day006
2026,6,1452,69,1250,47,H,0,23,49,7,19,16,25,8,27,11,13,13,1,8,16,46,7,21,8,11,2,19,8,16,7,3,19,65.55,2026-Day006
2026,7,1143,93,1168,65,H,0,28,68,11,30,26,30,11,32,17,8,6,4,15,27,69,6,29,5,11,8,26,15,13,1,3,21,79.2375,2026-Day007
2026,7,1149,96,1154,86,A,0,33,66,14,32,16,21,12,25,24,9,5,3,24,29,57,8,20,20,30,4,20,9,8,4,2,16,74.1125,2026-Day007
2026,7,1163,89,1162,62,H,0,30,53,10,23,19,29,6,26,22,6,9,7,16,21,56,5,21,15,20,7,18,10,13,4,2,22,69.1375,2026-Day007
2026,7,1210,70,1368,60,H,0,23,51,5,15,19,26,7,29,13,18,6,5,15,20,60,8,25,12,15,9,21,11,16,12,2,19,74.2375,2026-Day007
2026,7,1213,88,1296,59,H,0,30,61,10,26,18,19,13,24,18,15,11,3,19,17,49,8,19,17,21,7,12,9,20,8,3,18,72.0,2026-Day007
2026,7,1232,64,1188,55,A,0,22,60,7,30,13,17,13,26,12,14,8,3,14,22,64,3,15,8,13,9,24,8,13,11,5,15,71.625,2026-Day007
2026,7,1235,96,1280,80,N,0,36,70,5,22,19,25,12,15,21,9,12,5,16,29,58,11,27,11,14,14,22,14,26,4,3,17,77.7625,2026-Day007
2026,7,1245,86,1423,77,H,0,27,53,15,34,17,24,7,29,22,11,3,7,19,29,77,6,24,13,18,15,22,14,5,4,0,20,71.975,2026-Day007
2026,7,1261,93,1309,58,H,0,31,71,10,27,21,28,16,35,21,7,4,5,18,20,67,6,25,12,17,11,23,7,9,5,5,21,74.1875,2026-Day007
2026,7,1274,102,1391,61,H,0,38,67,8,23,18,26,9,33,28,12,11,1,19,19,57,8,29,15,26,5,21,11,14,8,5,17,80.35,2026-Day007
2026,7,1299,85,1354,62,H,0,28,62,5,20,24,33,14,25,15,17,14,5,22,21,55,6,15,14,28,10,25,12,24,9,4,26,81.4875,2026-Day007
2026,7,1310,68,1175,57,H,0,25,47,9,18,9,14,3,25,24,8,2,3,14,21,54,7,22,8,12,2,21,11,5,5,1,16,60.675,2026-Day007
2026,7,1321,110,1156,63,H,0,41,68,11,21,17,22,11,29,26,7,10,3,15,24,60,10,29,5,13,10,15,15,17,4,1,17,73.8125,2026-Day007
2026,7,1338,78,1185,66,H,0,30,60,6,18,12,23,9,27,14,7,6,6,19,22,59,4,14,18,21,9,24,10,9,4,4,19,68.94999999999999,2026-Day007
2026,7,1342,63,1209,61,A,0,21,46,6,15,15,19,6,20,12,13,4,4,15,21,54,6,22,13,18,9,15,12,10,8,4,13,62.787499999999994,2026-Day007
2026,7,1353,72,1263,60,H,0,23,50,8,19,18,29,11,22,14,13,9,2,18,22,46,9,20,7,13,6,14,14,18,10,4,26,64.975,2026-Day007
2026,7,1365,87,1462,68,A,0,35,64,5,13,12,17,10,27,17,11,10,11,25,19,56,5,18,25,34,6,19,17,12,6,5,17,75.61250000000001,2026-Day007
2026,7,1371,82,1193,59,H,0,27,66,5,17,23,28,14,25,13,6,12,13,21,16,50,9,23,18,23,9,26,6,17,5,3,19,70.1125,2026-Day007
